evidence_id,value,source_file,source_sha256,selector_kind,selector_json,input_unit,output_unit,aggregation,aggregation_parameters_json,eligibility
table3.file_edit.262144.c5.p99_ms,294.39178900000019,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:ae045e86ae9a922cccd9f5820ba8a29db3155f5c9d8eb81129b6a3de48f7daab"",""field"":""raw_points[].value"",""metric_id"":""batch_makespan_ns"",""trial_scope"":""reportable_measured""}",nanoseconds,milliseconds,linear_quantile_p99,"{""interpolation"":""linear"",""position"":""(n-1)*q"",""probability"":0.99,""unit_divisor"":1000000}",frozen_final_candidate
table3.file_edit.262144.c5.samples,100,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:ae045e86ae9a922cccd9f5820ba8a29db3155f5c9d8eb81129b6a3de48f7daab"",""field"":""available_n"",""metric_id"":""batch_makespan_ns"",""trial_scope"":""reportable_measured""}",count,count,identity,{},frozen_final_candidate
table3.file_edit.262144.c5.throughput_ops_s,26.357148435723182,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:ae045e86ae9a922cccd9f5820ba8a29db3155f5c9d8eb81129b6a3de48f7daab"",""field"":""raw_points[].value"",""metric_id"":""throughput_ops_s"",""trial_scope"":""reportable_measured""}",operations_per_second,operations_per_second,arithmetic_mean,"{""denominator"":100}",frozen_final_candidate
table3.file_edit.4096.c1.p50_ms,38.647399999999998,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:8de2d3ce51e15f97f3c760fe8ffd328a24eb1033c7de7ce88afccca8bf5b565e"",""field"":""raw_points[].value"",""metric_id"":""batch_makespan_ns"",""trial_scope"":""reportable_measured""}",nanoseconds,milliseconds,linear_quantile_p50,"{""interpolation"":""linear"",""position"":""(n-1)*q"",""probability"":0.5,""unit_divisor"":1000000}",frozen_final_candidate
table3.file_edit.4096.c1.p95_ms,42.615490000000001,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:8de2d3ce51e15f97f3c760fe8ffd328a24eb1033c7de7ce88afccca8bf5b565e"",""field"":""raw_points[].value"",""metric_id"":""batch_makespan_ns"",""trial_scope"":""reportable_measured""}",nanoseconds,milliseconds,linear_quantile_p95,"{""interpolation"":""linear"",""position"":""(n-1)*q"",""probability"":0.95,""unit_divisor"":1000000}",frozen_final_candidate
table3.file_edit.4096.c1.p99_ms,46.877792000000127,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:8de2d3ce51e15f97f3c760fe8ffd328a24eb1033c7de7ce88afccca8bf5b565e"",""field"":""raw_points[].value"",""metric_id"":""batch_makespan_ns"",""trial_scope"":""reportable_measured""}",nanoseconds,milliseconds,linear_quantile_p99,"{""interpolation"":""linear"",""position"":""(n-1)*q"",""probability"":0.99,""unit_divisor"":1000000}",frozen_final_candidate
table3.file_edit.4096.c1.samples,100,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:8de2d3ce51e15f97f3c760fe8ffd328a24eb1033c7de7ce88afccca8bf5b565e"",""field"":""available_n"",""metric_id"":""batch_makespan_ns"",""trial_scope"":""reportable_measured""}",count,count,identity,{},frozen_final_candidate
table3.file_edit.4096.c1.throughput_ops_s,25.608367032181523,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:8de2d3ce51e15f97f3c760fe8ffd328a24eb1033c7de7ce88afccca8bf5b565e"",""field"":""raw_points[].value"",""metric_id"":""throughput_ops_s"",""trial_scope"":""reportable_measured""}",operations_per_second,operations_per_second,arithmetic_mean,"{""denominator"":100}",frozen_final_candidate
table3.file_edit.4096.c5.p50_ms,134.61035000000001,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:ccfc5b51f0bd7c3b4ea211621c4c95af8a40200ebe886fc2fb7513b0e500726e"",""field"":""raw_points[].value"",""metric_id"":""batch_makespan_ns"",""trial_scope"":""reportable_measured""}",nanoseconds,milliseconds,linear_quantile_p50,"{""interpolation"":""linear"",""position"":""(n-1)*q"",""probability"":0.5,""unit_divisor"":1000000}",frozen_final_candidate
table3.file_edit.4096.c5.p95_ms,141.75803999999999,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:ccfc5b51f0bd7c3b4ea211621c4c95af8a40200ebe886fc2fb7513b0e500726e"",""field"":""raw_points[].value"",""metric_id"":""batch_makespan_ns"",""trial_scope"":""reportable_measured""}",nanoseconds,milliseconds,linear_quantile_p95,"{""interpolation"":""linear"",""position"":""(n-1)*q"",""probability"":0.95,""unit_divisor"":1000000}",frozen_final_candidate
table3.file_edit.4096.c5.p99_ms,146.72477300000017,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:ccfc5b51f0bd7c3b4ea211621c4c95af8a40200ebe886fc2fb7513b0e500726e"",""field"":""raw_points[].value"",""metric_id"":""batch_makespan_ns"",""trial_scope"":""reportable_measured""}",nanoseconds,milliseconds,linear_quantile_p99,"{""interpolation"":""linear"",""position"":""(n-1)*q"",""probability"":0.99,""unit_divisor"":1000000}",frozen_final_candidate
table3.file_edit.4096.c5.samples,100,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:ccfc5b51f0bd7c3b4ea211621c4c95af8a40200ebe886fc2fb7513b0e500726e"",""field"":""available_n"",""metric_id"":""batch_makespan_ns"",""trial_scope"":""reportable_measured""}",count,count,identity,{},frozen_final_candidate
table3.file_edit.4096.c5.throughput_ops_s,37.216098524026926,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:ccfc5b51f0bd7c3b4ea211621c4c95af8a40200ebe886fc2fb7513b0e500726e"",""field"":""raw_points[].value"",""metric_id"":""throughput_ops_s"",""trial_scope"":""reportable_measured""}",operations_per_second,operations_per_second,arithmetic_mean,"{""denominator"":100}",frozen_final_candidate
table3.file_read.262144.c1.p50_ms,20.781099999999999,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:1d46f2fd658c9ef9840dedba040ab4ac59474ea716140a617837580625ac65b0"",""field"":""raw_points[].value"",""metric_id"":""batch_makespan_ns"",""trial_scope"":""reportable_measured""}",nanoseconds,milliseconds,linear_quantile_p50,"{""interpolation"":""linear"",""position"":""(n-1)*q"",""probability"":0.5,""unit_divisor"":1000000}",frozen_final_candidate
table3.file_read.262144.c1.p95_ms,24.366515,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:1d46f2fd658c9ef9840dedba040ab4ac59474ea716140a617837580625ac65b0"",""field"":""raw_points[].value"",""metric_id"":""batch_makespan_ns"",""trial_scope"":""reportable_measured""}",nanoseconds,milliseconds,linear_quantile_p95,"{""interpolation"":""linear"",""position"":""(n-1)*q"",""probability"":0.95,""unit_divisor"":1000000}",frozen_final_candidate
table3.file_read.262144.c1.p99_ms,25.48393800000002,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:1d46f2fd658c9ef9840dedba040ab4ac59474ea716140a617837580625ac65b0"",""field"":""raw_points[].value"",""metric_id"":""batch_makespan_ns"",""trial_scope"":""reportable_measured""}",nanoseconds,milliseconds,linear_quantile_p99,"{""interpolation"":""linear"",""position"":""(n-1)*q"",""probability"":0.99,""unit_divisor"":1000000}",frozen_final_candidate
table3.file_read.262144.c1.samples,100,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:1d46f2fd658c9ef9840dedba040ab4ac59474ea716140a617837580625ac65b0"",""field"":""available_n"",""metric_id"":""batch_makespan_ns"",""trial_scope"":""reportable_measured""}",count,count,identity,{},frozen_final_candidate
table3.file_read.262144.c1.throughput_ops_s,47.68014601293585,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:1d46f2fd658c9ef9840dedba040ab4ac59474ea716140a617837580625ac65b0"",""field"":""raw_points[].value"",""metric_id"":""throughput_ops_s"",""trial_scope"":""reportable_measured""}",operations_per_second,operations_per_second,arithmetic_mean,"{""denominator"":100}",frozen_final_candidate
table3.file_read.262144.c5.p50_ms,37.788249999999998,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:36ce0418b24fc3acb183f7cc8c35d1a66f76dcab3aa1e6050c02a6b99f5f0603"",""field"":""raw_points[].value"",""metric_id"":""batch_makespan_ns"",""trial_scope"":""reportable_measured""}",nanoseconds,milliseconds,linear_quantile_p50,"{""interpolation"":""linear"",""position"":""(n-1)*q"",""probability"":0.5,""unit_divisor"":1000000}",frozen_final_candidate
table3.file_read.262144.c5.p95_ms,57.793729999999989,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:36ce0418b24fc3acb183f7cc8c35d1a66f76dcab3aa1e6050c02a6b99f5f0603"",""field"":""raw_points[].value"",""metric_id"":""batch_makespan_ns"",""trial_scope"":""reportable_measured""}",nanoseconds,milliseconds,linear_quantile_p95,"{""interpolation"":""linear"",""position"":""(n-1)*q"",""probability"":0.95,""unit_divisor"":1000000}",frozen_final_candidate
table3.file_read.262144.c5.p99_ms,60.156401000000017,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:36ce0418b24fc3acb183f7cc8c35d1a66f76dcab3aa1e6050c02a6b99f5f0603"",""field"":""raw_points[].value"",""metric_id"":""batch_makespan_ns"",""trial_scope"":""reportable_measured""}",nanoseconds,milliseconds,linear_quantile_p99,"{""interpolation"":""linear"",""position"":""(n-1)*q"",""probability"":0.99,""unit_divisor"":1000000}",frozen_final_candidate
table3.file_read.262144.c5.samples,100,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:36ce0418b24fc3acb183f7cc8c35d1a66f76dcab3aa1e6050c02a6b99f5f0603"",""field"":""available_n"",""metric_id"":""batch_makespan_ns"",""trial_scope"":""reportable_measured""}",count,count,identity,{},frozen_final_candidate
table3.file_read.262144.c5.throughput_ops_s,125.54290904967944,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:36ce0418b24fc3acb183f7cc8c35d1a66f76dcab3aa1e6050c02a6b99f5f0603"",""field"":""raw_points[].value"",""metric_id"":""throughput_ops_s"",""trial_scope"":""reportable_measured""}",operations_per_second,operations_per_second,arithmetic_mean,"{""denominator"":100}",frozen_final_candidate
table3.file_read.4096.c1.p50_ms,11.424799999999999,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:22e51aa86c53171ed08483202c70fd8275700d0232908737242749a59d59cc16"",""field"":""raw_points[].value"",""metric_id"":""batch_makespan_ns"",""trial_scope"":""reportable_measured""}",nanoseconds,milliseconds,linear_quantile_p50,"{""interpolation"":""linear"",""position"":""(n-1)*q"",""probability"":0.5,""unit_divisor"":1000000}",frozen_final_candidate
table3.file_read.4096.c1.p95_ms,15.772724999999999,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:22e51aa86c53171ed08483202c70fd8275700d0232908737242749a59d59cc16"",""field"":""raw_points[].value"",""metric_id"":""batch_makespan_ns"",""trial_scope"":""reportable_measured""}",nanoseconds,milliseconds,linear_quantile_p95,"{""interpolation"":""linear"",""position"":""(n-1)*q"",""probability"":0.95,""unit_divisor"":1000000}",frozen_final_candidate
table3.file_read.4096.c1.p99_ms,19.96439500000001,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:22e51aa86c53171ed08483202c70fd8275700d0232908737242749a59d59cc16"",""field"":""raw_points[].value"",""metric_id"":""batch_makespan_ns"",""trial_scope"":""reportable_measured""}",nanoseconds,milliseconds,linear_quantile_p99,"{""interpolation"":""linear"",""position"":""(n-1)*q"",""probability"":0.99,""unit_divisor"":1000000}",frozen_final_candidate
table3.file_read.4096.c1.samples,100,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:22e51aa86c53171ed08483202c70fd8275700d0232908737242749a59d59cc16"",""field"":""available_n"",""metric_id"":""batch_makespan_ns"",""trial_scope"":""reportable_measured""}",count,count,identity,{},frozen_final_candidate
table3.file_read.4096.c1.throughput_ops_s,84.999925447702097,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:22e51aa86c53171ed08483202c70fd8275700d0232908737242749a59d59cc16"",""field"":""raw_points[].value"",""metric_id"":""throughput_ops_s"",""trial_scope"":""reportable_measured""}",operations_per_second,operations_per_second,arithmetic_mean,"{""denominator"":100}",frozen_final_candidate
table3.file_read.4096.c5.p50_ms,26.574999999999999,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:08051500fba8d2e8a3bf66bc2650b93d4bd03042bb85b316916c988c9f38c185"",""field"":""raw_points[].value"",""metric_id"":""batch_makespan_ns"",""trial_scope"":""reportable_measured""}",nanoseconds,milliseconds,linear_quantile_p50,"{""interpolation"":""linear"",""position"":""(n-1)*q"",""probability"":0.5,""unit_divisor"":1000000}",frozen_final_candidate
table3.file_read.4096.c5.p95_ms,30.591984999999998,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:08051500fba8d2e8a3bf66bc2650b93d4bd03042bb85b316916c988c9f38c185"",""field"":""raw_points[].value"",""metric_id"":""batch_makespan_ns"",""trial_scope"":""reportable_measured""}",nanoseconds,milliseconds,linear_quantile_p95,"{""interpolation"":""linear"",""position"":""(n-1)*q"",""probability"":0.95,""unit_divisor"":1000000}",frozen_final_candidate
table3.file_read.4096.c5.p99_ms,39.738212000000047,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:08051500fba8d2e8a3bf66bc2650b93d4bd03042bb85b316916c988c9f38c185"",""field"":""raw_points[].value"",""metric_id"":""batch_makespan_ns"",""trial_scope"":""reportable_measured""}",nanoseconds,milliseconds,linear_quantile_p99,"{""interpolation"":""linear"",""position"":""(n-1)*q"",""probability"":0.99,""unit_divisor"":1000000}",frozen_final_candidate
table3.file_read.4096.c5.samples,100,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:08051500fba8d2e8a3bf66bc2650b93d4bd03042bb85b316916c988c9f38c185"",""field"":""available_n"",""metric_id"":""batch_makespan_ns"",""trial_scope"":""reportable_measured""}",count,count,identity,{},frozen_final_candidate
table3.file_read.4096.c5.throughput_ops_s,185.30259988470985,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:08051500fba8d2e8a3bf66bc2650b93d4bd03042bb85b316916c988c9f38c185"",""field"":""raw_points[].value"",""metric_id"":""throughput_ops_s"",""trial_scope"":""reportable_measured""}",operations_per_second,operations_per_second,arithmetic_mean,"{""denominator"":100}",frozen_final_candidate
table3.file_write.262144.c1.p50_ms,45.065849999999998,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:4b9f88a3ef05291334cd2aa7c5a5248d5c380a6bab530ae7966f132bb3b6fd75"",""field"":""raw_points[].value"",""metric_id"":""batch_makespan_ns"",""trial_scope"":""reportable_measured""}",nanoseconds,milliseconds,linear_quantile_p50,"{""interpolation"":""linear"",""position"":""(n-1)*q"",""probability"":0.5,""unit_divisor"":1000000}",frozen_final_candidate
table3.file_write.262144.c1.p95_ms,49.947220000000002,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:4b9f88a3ef05291334cd2aa7c5a5248d5c380a6bab530ae7966f132bb3b6fd75"",""field"":""raw_points[].value"",""metric_id"":""batch_makespan_ns"",""trial_scope"":""reportable_measured""}",nanoseconds,milliseconds,linear_quantile_p95,"{""interpolation"":""linear"",""position"":""(n-1)*q"",""probability"":0.95,""unit_divisor"":1000000}",frozen_final_candidate
table3.file_write.262144.c1.p99_ms,53.543717999999998,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:4b9f88a3ef05291334cd2aa7c5a5248d5c380a6bab530ae7966f132bb3b6fd75"",""field"":""raw_points[].value"",""metric_id"":""batch_makespan_ns"",""trial_scope"":""reportable_measured""}",nanoseconds,milliseconds,linear_quantile_p99,"{""interpolation"":""linear"",""position"":""(n-1)*q"",""probability"":0.99,""unit_divisor"":1000000}",frozen_final_candidate
table3.file_write.262144.c1.samples,100,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:4b9f88a3ef05291334cd2aa7c5a5248d5c380a6bab530ae7966f132bb3b6fd75"",""field"":""available_n"",""metric_id"":""batch_makespan_ns"",""trial_scope"":""reportable_measured""}",count,count,identity,{},frozen_final_candidate
table3.file_write.262144.c1.throughput_ops_s,22.028756361556631,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:4b9f88a3ef05291334cd2aa7c5a5248d5c380a6bab530ae7966f132bb3b6fd75"",""field"":""raw_points[].value"",""metric_id"":""throughput_ops_s"",""trial_scope"":""reportable_measured""}",operations_per_second,operations_per_second,arithmetic_mean,"{""denominator"":100}",frozen_final_candidate
table3.file_write.262144.c5.p50_ms,125.96850000000001,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:bc22c4d681e3996f98d860c08a3bdc58b7cdb1152be031dcd9f213db570e7aaa"",""field"":""raw_points[].value"",""metric_id"":""batch_makespan_ns"",""trial_scope"":""reportable_measured""}",nanoseconds,milliseconds,linear_quantile_p50,"{""interpolation"":""linear"",""position"":""(n-1)*q"",""probability"":0.5,""unit_divisor"":1000000}",frozen_final_candidate
table3.file_write.262144.c5.p95_ms,137.255055,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:bc22c4d681e3996f98d860c08a3bdc58b7cdb1152be031dcd9f213db570e7aaa"",""field"":""raw_points[].value"",""metric_id"":""batch_makespan_ns"",""trial_scope"":""reportable_measured""}",nanoseconds,milliseconds,linear_quantile_p95,"{""interpolation"":""linear"",""position"":""(n-1)*q"",""probability"":0.95,""unit_divisor"":1000000}",frozen_final_candidate
table3.file_write.262144.c5.p99_ms,147.37442700000005,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:bc22c4d681e3996f98d860c08a3bdc58b7cdb1152be031dcd9f213db570e7aaa"",""field"":""raw_points[].value"",""metric_id"":""batch_makespan_ns"",""trial_scope"":""reportable_measured""}",nanoseconds,milliseconds,linear_quantile_p99,"{""interpolation"":""linear"",""position"":""(n-1)*q"",""probability"":0.99,""unit_divisor"":1000000}",frozen_final_candidate
table3.file_write.262144.c5.samples,100,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:bc22c4d681e3996f98d860c08a3bdc58b7cdb1152be031dcd9f213db570e7aaa"",""field"":""available_n"",""metric_id"":""batch_makespan_ns"",""trial_scope"":""reportable_measured""}",count,count,identity,{},frozen_final_candidate
table3.file_write.262144.c5.throughput_ops_s,39.354743449708884,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:bc22c4d681e3996f98d860c08a3bdc58b7cdb1152be031dcd9f213db570e7aaa"",""field"":""raw_points[].value"",""metric_id"":""throughput_ops_s"",""trial_scope"":""reportable_measured""}",operations_per_second,operations_per_second,arithmetic_mean,"{""denominator"":100}",frozen_final_candidate
table3.file_write.4096.c1.p50_ms,38.812600000000003,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:8bf5249d7df59689f7b23a7a3764aeda8d82b31170b332dde620f2e81fe11ee6"",""field"":""raw_points[].value"",""metric_id"":""batch_makespan_ns"",""trial_scope"":""reportable_measured""}",nanoseconds,milliseconds,linear_quantile_p50,"{""interpolation"":""linear"",""position"":""(n-1)*q"",""probability"":0.5,""unit_divisor"":1000000}",frozen_final_candidate
table3.file_write.4096.c1.p95_ms,41.38427999999999,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:8bf5249d7df59689f7b23a7a3764aeda8d82b31170b332dde620f2e81fe11ee6"",""field"":""raw_points[].value"",""metric_id"":""batch_makespan_ns"",""trial_scope"":""reportable_measured""}",nanoseconds,milliseconds,linear_quantile_p95,"{""interpolation"":""linear"",""position"":""(n-1)*q"",""probability"":0.95,""unit_divisor"":1000000}",frozen_final_candidate
table3.file_write.4096.c1.p99_ms,51.561904000000048,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:8bf5249d7df59689f7b23a7a3764aeda8d82b31170b332dde620f2e81fe11ee6"",""field"":""raw_points[].value"",""metric_id"":""batch_makespan_ns"",""trial_scope"":""reportable_measured""}",nanoseconds,milliseconds,linear_quantile_p99,"{""interpolation"":""linear"",""position"":""(n-1)*q"",""probability"":0.99,""unit_divisor"":1000000}",frozen_final_candidate
table3.file_write.4096.c1.samples,100,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:8bf5249d7df59689f7b23a7a3764aeda8d82b31170b332dde620f2e81fe11ee6"",""field"":""available_n"",""metric_id"":""batch_makespan_ns"",""trial_scope"":""reportable_measured""}",count,count,identity,{},frozen_final_candidate
table3.file_write.4096.c1.throughput_ops_s,25.551107882015895,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:8bf5249d7df59689f7b23a7a3764aeda8d82b31170b332dde620f2e81fe11ee6"",""field"":""raw_points[].value"",""metric_id"":""throughput_ops_s"",""trial_scope"":""reportable_measured""}",operations_per_second,operations_per_second,arithmetic_mean,"{""denominator"":100}",frozen_final_candidate
table3.file_write.4096.c5.p50_ms,108.75565,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:b87af3269b33724949335fca092c5b6adb183e4894bff8806b801ac84db783ce"",""field"":""raw_points[].value"",""metric_id"":""batch_makespan_ns"",""trial_scope"":""reportable_measured""}",nanoseconds,milliseconds,linear_quantile_p50,"{""interpolation"":""linear"",""position"":""(n-1)*q"",""probability"":0.5,""unit_divisor"":1000000}",frozen_final_candidate
table3.file_write.4096.c5.p95_ms,111.979635,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:b87af3269b33724949335fca092c5b6adb183e4894bff8806b801ac84db783ce"",""field"":""raw_points[].value"",""metric_id"":""batch_makespan_ns"",""trial_scope"":""reportable_measured""}",nanoseconds,milliseconds,linear_quantile_p95,"{""interpolation"":""linear"",""position"":""(n-1)*q"",""probability"":0.95,""unit_divisor"":1000000}",frozen_final_candidate
table3.file_write.4096.c5.p99_ms,116.06709000000002,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:b87af3269b33724949335fca092c5b6adb183e4894bff8806b801ac84db783ce"",""field"":""raw_points[].value"",""metric_id"":""batch_makespan_ns"",""trial_scope"":""reportable_measured""}",nanoseconds,milliseconds,linear_quantile_p99,"{""interpolation"":""linear"",""position"":""(n-1)*q"",""probability"":0.99,""unit_divisor"":1000000}",frozen_final_candidate
table3.file_write.4096.c5.samples,100,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:b87af3269b33724949335fca092c5b6adb183e4894bff8806b801ac84db783ce"",""field"":""available_n"",""metric_id"":""batch_makespan_ns"",""trial_scope"":""reportable_measured""}",count,count,identity,{},frozen_final_candidate
table3.file_write.4096.c5.throughput_ops_s,45.999104922461498,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:b87af3269b33724949335fca092c5b6adb183e4894bff8806b801ac84db783ce"",""field"":""raw_points[].value"",""metric_id"":""throughput_ops_s"",""trial_scope"":""reportable_measured""}",operations_per_second,operations_per_second,arithmetic_mean,"{""denominator"":100}",frozen_final_candidate
